-954.0 1884.0 0.0 0.0 0.0 1.0 0.0	-878.0 1884.0 0.0 0.0 0.0 1.0 0.0	-954.0 1990.0 0.0 0.0 0.0 1.0 0.0	-878.0 1990.0 0.0 0.0 0.0 1.0 0.0  1
-1896.0 1346.0 0.0 0.0 0.0 1.0 0.0	-1532.0 1346.0 0.0 0.0 0.0 1.0 0.0	-1896.0 1560.0 0.0 0.0 0.0 1.0 0.0	-1532.0 1560.0 0.0 0.0 0.0 1.0 0.0  1
-876.0 976.0 0.0 0.0 0.0 1.0 0.0	-806.0 976.0 0.0 0.0 0.0 1.0 0.0	-876.0 1042.0 0.0 0.0 0.0 1.0 0.0	-806.0 1042.0 0.0 0.0 0.0 1.0 0.0  3
-2976.0 762.0 0.0 0.0 0.0 1.0 0.0	-2946.0 762.0 0.0 0.0 0.0 1.0 0.0	-2976.0 798.0 0.0 0.0 0.0 1.0 0.0	-2946.0 798.0 0.0 0.0 0.0 1.0 0.0  1
-1688.0 474.0 0.0 0.0 0.0 1.0 0.0	-1518.0 474.0 0.0 0.0 0.0 1.0 0.0	-1688.0 602.0 0.0 0.0 0.0 1.0 0.0	-1518.0 602.0 0.0 0.0 0.0 1.0 0.0  1
-1972.0 474.0 0.0 0.0 0.0 1.0 0.0	-1688.0 474.0 0.0 0.0 0.0 1.0 0.0	-1972.0 752.0 0.0 0.0 0.0 1.0 0.0	-1688.0 752.0 0.0 0.0 0.0 1.0 0.0  1
2214.0 -2540.0 0.0 0.0 0.0 1.0 0.0	2482.0 -2540.0 0.0 0.0 0.0 1.0 0.0	2214.0 -2416.0 0.0 0.0 0.0 1.0 0.0	2482.0 -2416.0 0.0 0.0 0.0 1.0 0.0  1
-2370.0 2774.0 0.0 0.0 0.0 1.0 0.0	-2180.0 2774.0 0.0 0.0 0.0 1.0 0.0	-2370.0 3000.0 0.0 0.0 0.0 1.0 0.0	-2180.0 3000.0 0.0 0.0 0.0 1.0 0.0  1
-2688.0 2828.0 0.0 0.0 0.0 1.0 0.0	-2370.0 2828.0 0.0 0.0 0.0 1.0 0.0	-2688.0 3000.0 0.0 0.0 0.0 1.0 0.0	-2370.0 3000.0 0.0 0.0 0.0 1.0 0.0  1
-2976.0 2728.0 0.0 0.0 0.0 1.0 0.0	-2688.0 2728.0 0.0 0.0 0.0 1.0 0.0	-2976.0 3000.0 0.0 0.0 0.0 1.0 0.0	-2688.0 3000.0 0.0 0.0 0.0 1.0 0.0  1
-3000.0 -1000.0 0.0 0.0 0.0 1.0 0.0	-2976.0 -1000.0 0.0 0.0 0.0 1.0 0.0	-3000.0 3000.0 0.0 0.0 0.0 1.0 0.0	-2976.0 3000.0 0.0 0.0 0.0 1.0 0.0  1
-2180.0 2308.0 0.0 0.0 0.0 1.0 0.0	-1446.0 2308.0 0.0 0.0 0.0 1.0 0.0	-2180.0 3000.0 0.0 0.0 0.0 1.0 0.0	-1446.0 3000.0 0.0 0.0 0.0 1.0 0.0  1
-1446.0 1990.0 0.0 0.0 0.0 1.0 0.0	3000.0 1990.0 0.0 0.0 0.0 1.0 0.0	-1446.0 3000.0 0.0 0.0 0.0 1.0 0.0	3000.0 3000.0 0.0 0.0 0.0 1.0 0.0  1
-2182.0 2424.0 76.0 0.0 0.0 0.2 0.0	-2018.0 2424.0 76.0 0.0 0.0 0.2 0.0	-2182.0 2444.0 76.0 0.0 0.0 0.2 0.0	-2018.0 2444.0 76.0 0.0 0.0 0.2 0.0  3
